Date,BNGA.JK,TLKM.JK,ADRO.JK,ANTM.JK
2025-09-19 00:00:00+07:00,1556.7108154296875,3230.0,1468.1607666015625,3450.0
2025-09-22 00:00:00+07:00,1552.1456298828125,3220.0,1463.7518310546875,3580.0
2025-09-23 00:00:00+07:00,1552.1456298828125,3190.0,1551.9296875,3670.0
2025-09-24 00:00:00+07:00,1552.1456298828125,3160.0,1525.476318359375,3470.0
2025-09-25 00:00:00+07:00,1547.58056640625,3120.0,1521.0675048828125,3170.0
2025-09-26 00:00:00+07:00,1547.58056640625,3110.0,1499.02294921875,3210.0
2025-09-29 00:00:00+07:00,1552.1456298828125,3080.0,1521.0675048828125,3300.0
2025-09-30 00:00:00+07:00,1547.58056640625,3060.0,1490.2052001953125,3160.0
2025-10-01 00:00:00+07:00,1529.3199462890625,3060.0,1472.569580078125,3210.0
2025-10-02 00:00:00+07:00,1533.8851318359375,3130.0,1472.569580078125,3110.0
2025-10-03 00:00:00+07:00,1552.1456298828125,3070.0,1463.7518310546875,3200.0
2025-10-06 00:00:00+07:00,1547.58056640625,3010.0,1459.3428955078125,3190.0
2025-10-07 00:00:00+07:00,1547.58056640625,3010.0,1454.9339599609375,3140.0
2025-10-08 00:00:00+07:00,1556.7108154296875,2990.0,1631.2896728515625,3330.0
